,File_path,Emotion
5616,./Audios\Dataset\1069_TAI_DIS_XX.wav,disgust
5617,./Audios\Dataset\1069_TAI_FEA_XX.wav,fear
5618,./Audios\Dataset\1069_TAI_HAP_XX.wav,happy
5619,./Audios\Dataset\1069_TAI_NEU_XX.wav,neutral
5620,./Audios\Dataset\1069_TAI_SAD_XX.wav,sad
5621,./Audios\Dataset\1069_TIE_ANG_XX.wav,angry
5622,./Audios\Dataset\1069_TIE_DIS_XX.wav,disgust
5623,./Audios\Dataset\1069_TIE_FEA_XX.wav,fear
5624,./Audios\Dataset\1069_TIE_HAP_XX.wav,happy
5625,./Audios\Dataset\1069_TIE_NEU_XX.wav,neutral
5626,./Audios\Dataset\1069_TIE_SAD_XX.wav,sad
5627,./Audios\Dataset\1069_TSI_ANG_XX.wav,angry
5628,./Audios\Dataset\1069_TSI_DIS_XX.wav,disgust
5629,./Audios\Dataset\1069_TSI_FEA_XX.wav,fear
5630,./Audios\Dataset\1069_TSI_HAP_XX.wav,happy
5631,./Audios\Dataset\1069_TSI_NEU_XX.wav,neutral
5632,./Audios\Dataset\1069_TSI_SAD_XX.wav,sad
5633,./Audios\Dataset\1069_WSI_ANG_XX.wav,angry
5634,./Audios\Dataset\1069_WSI_DIS_XX.wav,disgust
5635,./Audios\Dataset\1069_WSI_FEA_XX.wav,fear
5636,./Audios\Dataset\1069_WSI_HAP_XX.wav,happy
5637,./Audios\Dataset\1069_WSI_NEU_XX.wav,neutral
5638,./Audios\Dataset\1069_WSI_SAD_XX.wav,sad
5639,./Audios\Dataset\1070_DFA_ANG_XX.wav,angry
5640,./Audios\Dataset\1070_DFA_DIS_XX.wav,disgust
5641,./Audios\Dataset\1070_DFA_FEA_XX.wav,fear
5642,./Audios\Dataset\1070_DFA_HAP_XX.wav,happy
5643,./Audios\Dataset\1070_DFA_NEU_XX.wav,neutral
5644,./Audios\Dataset\1070_DFA_SAD_XX.wav,sad
5645,./Audios\Dataset\1070_IEO_ANG_HI.wav,angry
5646,./Audios\Dataset\1070_IEO_ANG_LO.wav,angry
5647,./Audios\Dataset\1070_IEO_ANG_MD.wav,angry
5648,./Audios\Dataset\1070_IEO_DIS_HI.wav,disgust
5649,./Audios\Dataset\1070_IEO_DIS_LO.wav,disgust
5650,./Audios\Dataset\1070_IEO_DIS_MD.wav,disgust
5651,./Audios\Dataset\1070_IEO_FEA_HI.wav,fear
5652,./Audios\Dataset\1070_IEO_FEA_LO.wav,fear
5653,./Audios\Dataset\1070_IEO_FEA_MD.wav,fear
5654,./Audios\Dataset\1070_IEO_HAP_HI.wav,happy
5655,./Audios\Dataset\1070_IEO_HAP_LO.wav,happy
5656,./Audios\Dataset\1070_IEO_HAP_MD.wav,happy
5657,./Audios\Dataset\1070_IEO_NEU_XX.wav,neutral
5658,./Audios\Dataset\1070_IEO_SAD_HI.wav,sad
5659,./Audios\Dataset\1070_IEO_SAD_LO.wav,sad
5660,./Audios\Dataset\1070_IEO_SAD_MD.wav,sad
5661,./Audios\Dataset\1070_IOM_ANG_XX.wav,angry
5662,./Audios\Dataset\1070_IOM_DIS_XX.wav,disgust
5663,./Audios\Dataset\1070_IOM_FEA_XX.wav,fear
5664,./Audios\Dataset\1070_IOM_HAP_XX.wav,happy
5665,./Audios\Dataset\1070_IOM_NEU_XX.wav,neutral
5666,./Audios\Dataset\1070_IOM_SAD_XX.wav,sad
5667,./Audios\Dataset\1070_ITH_ANG_XX.wav,angry
5668,./Audios\Dataset\1070_ITH_DIS_XX.wav,disgust
5669,./Audios\Dataset\1070_ITH_FEA_XX.wav,fear
5670,./Audios\Dataset\1070_ITH_HAP_XX.wav,happy
5671,./Audios\Dataset\1070_ITH_NEU_XX.wav,neutral
5672,./Audios\Dataset\1070_ITH_SAD_XX.wav,sad
5673,./Audios\Dataset\1070_ITS_ANG_XX.wav,angry
5674,./Audios\Dataset\1070_ITS_DIS_XX.wav,disgust
5675,./Audios\Dataset\1070_ITS_FEA_XX.wav,fear
5676,./Audios\Dataset\1070_ITS_HAP_XX.wav,happy
5677,./Audios\Dataset\1070_ITS_NEU_XX.wav,neutral
5678,./Audios\Dataset\1070_ITS_SAD_XX.wav,sad
5679,./Audios\Dataset\1070_IWL_ANG_XX.wav,angry
5680,./Audios\Dataset\1070_IWL_DIS_XX.wav,disgust
5681,./Audios\Dataset\1070_IWL_FEA_XX.wav,fear
5682,./Audios\Dataset\1070_IWL_HAP_XX.wav,happy
5683,./Audios\Dataset\1070_IWL_NEU_XX.wav,neutral
5684,./Audios\Dataset\1070_IWL_SAD_XX.wav,sad
5685,./Audios\Dataset\1070_IWW_ANG_XX.wav,angry
5686,./Audios\Dataset\1070_IWW_DIS_XX.wav,disgust
5687,./Audios\Dataset\1070_IWW_FEA_XX.wav,fear
5688,./Audios\Dataset\1070_IWW_HAP_XX.wav,happy
5689,./Audios\Dataset\1070_IWW_NEU_XX.wav,neutral
5690,./Audios\Dataset\1070_IWW_SAD_XX.wav,sad
5691,./Audios\Dataset\1070_MTI_ANG_XX.wav,angry
5692,./Audios\Dataset\1070_MTI_DIS_XX.wav,disgust
5693,./Audios\Dataset\1070_MTI_FEA_XX.wav,fear
5694,./Audios\Dataset\1070_MTI_HAP_XX.wav,happy
5695,./Audios\Dataset\1070_MTI_NEU_XX.wav,neutral
5696,./Audios\Dataset\1070_MTI_SAD_XX.wav,sad
5697,./Audios\Dataset\1070_TAI_ANG_XX.wav,angry
5698,./Audios\Dataset\1070_TAI_DIS_XX.wav,disgust
5699,./Audios\Dataset\1070_TAI_FEA_XX.wav,fear
5700,./Audios\Dataset\1070_TAI_HAP_XX.wav,happy
5701,./Audios\Dataset\1070_TAI_NEU_XX.wav,neutral
5702,./Audios\Dataset\1070_TAI_SAD_XX.wav,sad
5703,./Audios\Dataset\1070_TIE_ANG_XX.wav,angry
5704,./Audios\Dataset\1070_TIE_DIS_XX.wav,disgust
5705,./Audios\Dataset\1070_TIE_FEA_XX.wav,fear
5706,./Audios\Dataset\1070_TIE_HAP_XX.wav,happy
5707,./Audios\Dataset\1070_TIE_NEU_XX.wav,neutral
5708,./Audios\Dataset\1070_TIE_SAD_XX.wav,sad
5709,./Audios\Dataset\1070_TSI_ANG_XX.wav,angry
5710,./Audios\Dataset\1070_TSI_DIS_XX.wav,disgust
5711,./Audios\Dataset\1070_TSI_FEA_XX.wav,fear
5712,./Audios\Dataset\1070_TSI_HAP_XX.wav,happy
5713,./Audios\Dataset\1070_TSI_NEU_XX.wav,neutral
5714,./Audios\Dataset\1070_TSI_SAD_XX.wav,sad
5715,./Audios\Dataset\1070_WSI_ANG_XX.wav,angry
5716,./Audios\Dataset\1070_WSI_DIS_XX.wav,disgust
5717,./Audios\Dataset\1070_WSI_FEA_XX.wav,fear
5718,./Audios\Dataset\1070_WSI_HAP_XX.wav,happy
5719,./Audios\Dataset\1070_WSI_NEU_XX.wav,neutral
5720,./Audios\Dataset\1070_WSI_SAD_XX.wav,sad
5721,./Audios\Dataset\1071_DFA_ANG_XX.wav,angry
5722,./Audios\Dataset\1071_DFA_DIS_XX.wav,disgust
5723,./Audios\Dataset\1071_DFA_FEA_XX.wav,fear
5724,./Audios\Dataset\1071_DFA_HAP_XX.wav,happy
5725,./Audios\Dataset\1071_DFA_NEU_XX.wav,neutral
5726,./Audios\Dataset\1071_DFA_SAD_XX.wav,sad
5727,./Audios\Dataset\1071_IEO_ANG_HI.wav,angry
5728,./Audios\Dataset\1071_IEO_ANG_LO.wav,angry
5729,./Audios\Dataset\1071_IEO_ANG_MD.wav,angry
5730,./Audios\Dataset\1071_IEO_DIS_HI.wav,disgust
5731,./Audios\Dataset\1071_IEO_DIS_LO.wav,disgust
5732,./Audios\Dataset\1071_IEO_DIS_MD.wav,disgust
5733,./Audios\Dataset\1071_IEO_FEA_HI.wav,fear
5734,./Audios\Dataset\1071_IEO_FEA_LO.wav,fear
5735,./Audios\Dataset\1071_IEO_FEA_MD.wav,fear
5736,./Audios\Dataset\1071_IEO_HAP_HI.wav,happy
5737,./Audios\Dataset\1071_IEO_HAP_LO.wav,happy
5738,./Audios\Dataset\1071_IEO_HAP_MD.wav,happy
5739,./Audios\Dataset\1071_IEO_NEU_XX.wav,neutral
5740,./Audios\Dataset\1071_IEO_SAD_HI.wav,sad
5741,./Audios\Dataset\1071_IEO_SAD_LO.wav,sad
5742,./Audios\Dataset\1071_IEO_SAD_MD.wav,sad
5743,./Audios\Dataset\1071_IOM_ANG_XX.wav,angry
5744,./Audios\Dataset\1071_IOM_DIS_XX.wav,disgust
5745,./Audios\Dataset\1071_IOM_FEA_XX.wav,fear
5746,./Audios\Dataset\1071_IOM_HAP_XX.wav,happy
5747,./Audios\Dataset\1071_IOM_NEU_XX.wav,neutral
5748,./Audios\Dataset\1071_IOM_SAD_XX.wav,sad
5749,./Audios\Dataset\1071_ITH_ANG_XX.wav,angry
5750,./Audios\Dataset\1071_ITH_DIS_XX.wav,disgust
5751,./Audios\Dataset\1071_ITH_FEA_XX.wav,fear
5752,./Audios\Dataset\1071_ITH_HAP_XX.wav,happy
5753,./Audios\Dataset\1071_ITH_NEU_XX.wav,neutral
5754,./Audios\Dataset\1071_ITH_SAD_XX.wav,sad
5755,./Audios\Dataset\1071_ITS_ANG_XX.wav,angry
5756,./Audios\Dataset\1071_ITS_DIS_XX.wav,disgust
5757,./Audios\Dataset\1071_ITS_FEA_XX.wav,fear
5758,./Audios\Dataset\1071_ITS_HAP_XX.wav,happy
5759,./Audios\Dataset\1071_ITS_NEU_XX.wav,neutral
5760,./Audios\Dataset\1071_ITS_SAD_XX.wav,sad
5761,./Audios\Dataset\1071_IWL_ANG_XX.wav,angry
5762,./Audios\Dataset\1071_IWL_DIS_XX.wav,disgust
5763,./Audios\Dataset\1071_IWL_FEA_XX.wav,fear
5764,./Audios\Dataset\1071_IWL_HAP_XX.wav,happy
5765,./Audios\Dataset\1071_IWL_NEU_XX.wav,neutral
5766,./Audios\Dataset\1071_IWL_SAD_XX.wav,sad
5767,./Audios\Dataset\1071_IWW_ANG_XX.wav,angry
5768,./Audios\Dataset\1071_IWW_DIS_XX.wav,disgust
5769,./Audios\Dataset\1071_IWW_FEA_XX.wav,fear
5770,./Audios\Dataset\1071_IWW_HAP_XX.wav,happy
5771,./Audios\Dataset\1071_IWW_NEU_XX.wav,neutral
5772,./Audios\Dataset\1071_IWW_SAD_XX.wav,sad
5773,./Audios\Dataset\1071_MTI_ANG_XX.wav,angry
5774,./Audios\Dataset\1071_MTI_DIS_XX.wav,disgust
5775,./Audios\Dataset\1071_MTI_FEA_XX.wav,fear
5776,./Audios\Dataset\1071_MTI_HAP_XX.wav,happy
5777,./Audios\Dataset\1071_MTI_NEU_XX.wav,neutral
5778,./Audios\Dataset\1071_MTI_SAD_XX.wav,sad
5779,./Audios\Dataset\1071_TAI_ANG_XX.wav,angry
5780,./Audios\Dataset\1071_TAI_DIS_XX.wav,disgust
5781,./Audios\Dataset\1071_TAI_FEA_XX.wav,fear
5782,./Audios\Dataset\1071_TAI_HAP_XX.wav,happy
5783,./Audios\Dataset\1071_TAI_NEU_XX.wav,neutral
5784,./Audios\Dataset\1071_TAI_SAD_XX.wav,sad
5785,./Audios\Dataset\1071_TIE_ANG_XX.wav,angry
5786,./Audios\Dataset\1071_TIE_DIS_XX.wav,disgust
5787,./Audios\Dataset\1071_TIE_FEA_XX.wav,fear
5788,./Audios\Dataset\1071_TIE_HAP_XX.wav,happy
5789,./Audios\Dataset\1071_TIE_NEU_XX.wav,neutral
5790,./Audios\Dataset\1071_TIE_SAD_XX.wav,sad
5791,./Audios\Dataset\1071_TSI_ANG_XX.wav,angry
5792,./Audios\Dataset\1071_TSI_DIS_XX.wav,disgust
5793,./Audios\Dataset\1071_TSI_FEA_XX.wav,fear
5794,./Audios\Dataset\1071_TSI_HAP_XX.wav,happy
5795,./Audios\Dataset\1071_TSI_NEU_XX.wav,neutral
5796,./Audios\Dataset\1071_TSI_SAD_XX.wav,sad
5797,./Audios\Dataset\1071_WSI_ANG_XX.wav,angry
5798,./Audios\Dataset\1071_WSI_DIS_XX.wav,disgust
5799,./Audios\Dataset\1071_WSI_FEA_XX.wav,fear
5800,./Audios\Dataset\1071_WSI_HAP_XX.wav,happy
5801,./Audios\Dataset\1071_WSI_NEU_XX.wav,neutral
5802,./Audios\Dataset\1071_WSI_SAD_XX.wav,sad
5803,./Audios\Dataset\1072_DFA_ANG_XX.wav,angry
5804,./Audios\Dataset\1072_DFA_DIS_XX.wav,disgust
5805,./Audios\Dataset\1072_DFA_FEA_XX.wav,fear
5806,./Audios\Dataset\1072_DFA_HAP_XX.wav,happy
5807,./Audios\Dataset\1072_DFA_NEU_XX.wav,neutral
5808,./Audios\Dataset\1072_DFA_SAD_XX.wav,sad
5809,./Audios\Dataset\1072_IEO_ANG_HI.wav,angry
5810,./Audios\Dataset\1072_IEO_ANG_LO.wav,angry
5811,./Audios\Dataset\1072_IEO_ANG_MD.wav,angry
5812,./Audios\Dataset\1072_IEO_DIS_HI.wav,disgust
5813,./Audios\Dataset\1072_IEO_DIS_LO.wav,disgust
5814,./Audios\Dataset\1072_IEO_DIS_MD.wav,disgust
5815,./Audios\Dataset\1072_IEO_FEA_HI.wav,fear
5816,./Audios\Dataset\1072_IEO_FEA_LO.wav,fear
5817,./Audios\Dataset\1072_IEO_FEA_MD.wav,fear
5818,./Audios\Dataset\1072_IEO_HAP_HI.wav,happy
5819,./Audios\Dataset\1072_IEO_HAP_LO.wav,happy
5820,./Audios\Dataset\1072_IEO_HAP_MD.wav,happy
5821,./Audios\Dataset\1072_IEO_NEU_XX.wav,neutral
5822,./Audios\Dataset\1072_IEO_SAD_HI.wav,sad
5823,./Audios\Dataset\1072_IEO_SAD_LO.wav,sad
5824,./Audios\Dataset\1072_IEO_SAD_MD.wav,sad
5825,./Audios\Dataset\1072_IOM_ANG_XX.wav,angry
5826,./Audios\Dataset\1072_IOM_DIS_XX.wav,disgust
5827,./Audios\Dataset\1072_IOM_FEA_XX.wav,fear
5828,./Audios\Dataset\1072_IOM_HAP_XX.wav,happy
5829,./Audios\Dataset\1072_IOM_NEU_XX.wav,neutral
5830,./Audios\Dataset\1072_IOM_SAD_XX.wav,sad
5831,./Audios\Dataset\1072_ITH_ANG_XX.wav,angry
5832,./Audios\Dataset\1072_ITH_DIS_XX.wav,disgust
5833,./Audios\Dataset\1072_ITH_FEA_XX.wav,fear
5834,./Audios\Dataset\1072_ITH_HAP_XX.wav,happy
5835,./Audios\Dataset\1072_ITH_NEU_XX.wav,neutral
5836,./Audios\Dataset\1072_ITH_SAD_XX.wav,sad
5837,./Audios\Dataset\1072_ITS_ANG_XX.wav,angry
5838,./Audios\Dataset\1072_ITS_DIS_XX.wav,disgust
5839,./Audios\Dataset\1072_ITS_FEA_XX.wav,fear
5840,./Audios\Dataset\1072_ITS_HAP_XX.wav,happy
5841,./Audios\Dataset\1072_ITS_NEU_XX.wav,neutral
5842,./Audios\Dataset\1072_ITS_SAD_XX.wav,sad
5843,./Audios\Dataset\1072_IWL_ANG_XX.wav,angry
5844,./Audios\Dataset\1072_IWL_DIS_XX.wav,disgust
5845,./Audios\Dataset\1072_IWL_FEA_XX.wav,fear
5846,./Audios\Dataset\1072_IWL_HAP_XX.wav,happy
5847,./Audios\Dataset\1072_IWL_NEU_XX.wav,neutral
5848,./Audios\Dataset\1072_IWL_SAD_XX.wav,sad
5849,./Audios\Dataset\1072_IWW_ANG_XX.wav,angry
5850,./Audios\Dataset\1072_IWW_DIS_XX.wav,disgust
5851,./Audios\Dataset\1072_IWW_FEA_XX.wav,fear
5852,./Audios\Dataset\1072_IWW_HAP_XX.wav,happy
5853,./Audios\Dataset\1072_IWW_NEU_XX.wav,neutral
5854,./Audios\Dataset\1072_IWW_SAD_XX.wav,sad
5855,./Audios\Dataset\1072_MTI_ANG_XX.wav,angry
5856,./Audios\Dataset\1072_MTI_DIS_XX.wav,disgust
5857,./Audios\Dataset\1072_MTI_FEA_XX.wav,fear
5858,./Audios\Dataset\1072_MTI_HAP_XX.wav,happy
5859,./Audios\Dataset\1072_MTI_NEU_XX.wav,neutral
5860,./Audios\Dataset\1072_MTI_SAD_XX.wav,sad
5861,./Audios\Dataset\1072_TAI_ANG_XX.wav,angry
5862,./Audios\Dataset\1072_TAI_DIS_XX.wav,disgust
5863,./Audios\Dataset\1072_TAI_FEA_XX.wav,fear
5864,./Audios\Dataset\1072_TAI_HAP_XX.wav,happy
5865,./Audios\Dataset\1072_TAI_NEU_XX.wav,neutral
5866,./Audios\Dataset\1072_TAI_SAD_XX.wav,sad
5867,./Audios\Dataset\1072_TIE_ANG_XX.wav,angry
5868,./Audios\Dataset\1072_TIE_DIS_XX.wav,disgust
5869,./Audios\Dataset\1072_TIE_FEA_XX.wav,fear
5870,./Audios\Dataset\1072_TIE_HAP_XX.wav,happy
5871,./Audios\Dataset\1072_TIE_NEU_XX.wav,neutral
5872,./Audios\Dataset\1072_TIE_SAD_XX.wav,sad
5873,./Audios\Dataset\1072_TSI_ANG_XX.wav,angry
5874,./Audios\Dataset\1072_TSI_DIS_XX.wav,disgust
5875,./Audios\Dataset\1072_TSI_FEA_XX.wav,fear
5876,./Audios\Dataset\1072_TSI_HAP_XX.wav,happy
5877,./Audios\Dataset\1072_TSI_NEU_XX.wav,neutral
5878,./Audios\Dataset\1072_TSI_SAD_XX.wav,sad
5879,./Audios\Dataset\1072_WSI_ANG_XX.wav,angry
5880,./Audios\Dataset\1072_WSI_DIS_XX.wav,disgust
5881,./Audios\Dataset\1072_WSI_FEA_XX.wav,fear
5882,./Audios\Dataset\1072_WSI_HAP_XX.wav,happy
5883,./Audios\Dataset\1072_WSI_NEU_XX.wav,neutral
5884,./Audios\Dataset\1072_WSI_SAD_XX.wav,sad
5885,./Audios\Dataset\1073_DFA_ANG_XX.wav,angry
5886,./Audios\Dataset\1073_DFA_DIS_XX.wav,disgust
5887,./Audios\Dataset\1073_DFA_FEA_XX.wav,fear
5888,./Audios\Dataset\1073_DFA_HAP_XX.wav,happy
5889,./Audios\Dataset\1073_DFA_NEU_XX.wav,neutral
5890,./Audios\Dataset\1073_DFA_SAD_XX.wav,sad
5891,./Audios\Dataset\1073_IEO_ANG_HI.wav,angry
5892,./Audios\Dataset\1073_IEO_ANG_LO.wav,angry
5893,./Audios\Dataset\1073_IEO_ANG_MD.wav,angry
5894,./Audios\Dataset\1073_IEO_DIS_HI.wav,disgust
5895,./Audios\Dataset\1073_IEO_DIS_LO.wav,disgust
5896,./Audios\Dataset\1073_IEO_DIS_MD.wav,disgust
5897,./Audios\Dataset\1073_IEO_FEA_HI.wav,fear
5898,./Audios\Dataset\1073_IEO_FEA_LO.wav,fear
5899,./Audios\Dataset\1073_IEO_FEA_MD.wav,fear
5900,./Audios\Dataset\1073_IEO_HAP_HI.wav,happy
5901,./Audios\Dataset\1073_IEO_HAP_LO.wav,happy
5902,./Audios\Dataset\1073_IEO_HAP_MD.wav,happy
5903,./Audios\Dataset\1073_IEO_NEU_XX.wav,neutral
5904,./Audios\Dataset\1073_IEO_SAD_HI.wav,sad
5905,./Audios\Dataset\1073_IEO_SAD_LO.wav,sad
5906,./Audios\Dataset\1073_IEO_SAD_MD.wav,sad
5907,./Audios\Dataset\1073_IOM_ANG_XX.wav,angry
5908,./Audios\Dataset\1073_IOM_DIS_XX.wav,disgust
5909,./Audios\Dataset\1073_IOM_FEA_XX.wav,fear
5910,./Audios\Dataset\1073_IOM_HAP_XX.wav,happy
5911,./Audios\Dataset\1073_IOM_NEU_XX.wav,neutral
5912,./Audios\Dataset\1073_IOM_SAD_XX.wav,sad
5913,./Audios\Dataset\1073_ITH_ANG_XX.wav,angry
5914,./Audios\Dataset\1073_ITH_DIS_XX.wav,disgust
5915,./Audios\Dataset\1073_ITH_FEA_XX.wav,fear
5916,./Audios\Dataset\1073_ITH_HAP_XX.wav,happy
5917,./Audios\Dataset\1073_ITH_NEU_XX.wav,neutral
5918,./Audios\Dataset\1073_ITH_SAD_XX.wav,sad
5919,./Audios\Dataset\1073_ITS_ANG_XX.wav,angry
5920,./Audios\Dataset\1073_ITS_DIS_XX.wav,disgust
5921,./Audios\Dataset\1073_ITS_FEA_XX.wav,fear
5922,./Audios\Dataset\1073_ITS_HAP_XX.wav,happy
5923,./Audios\Dataset\1073_ITS_NEU_XX.wav,neutral
5924,./Audios\Dataset\1073_ITS_SAD_XX.wav,sad
5925,./Audios\Dataset\1073_IWL_ANG_XX.wav,angry
5926,./Audios\Dataset\1073_IWL_DIS_XX.wav,disgust
5927,./Audios\Dataset\1073_IWL_FEA_XX.wav,fear
5928,./Audios\Dataset\1073_IWL_HAP_XX.wav,happy
5929,./Audios\Dataset\1073_IWL_NEU_XX.wav,neutral
5930,./Audios\Dataset\1073_IWL_SAD_XX.wav,sad
5931,./Audios\Dataset\1073_IWW_ANG_XX.wav,angry
5932,./Audios\Dataset\1073_IWW_DIS_XX.wav,disgust
5933,./Audios\Dataset\1073_IWW_FEA_XX.wav,fear
5934,./Audios\Dataset\1073_IWW_HAP_XX.wav,happy
5935,./Audios\Dataset\1073_IWW_NEU_XX.wav,neutral
5936,./Audios\Dataset\1073_IWW_SAD_XX.wav,sad
5937,./Audios\Dataset\1073_MTI_ANG_XX.wav,angry
5938,./Audios\Dataset\1073_MTI_DIS_XX.wav,disgust
5939,./Audios\Dataset\1073_MTI_FEA_XX.wav,fear
5940,./Audios\Dataset\1073_MTI_HAP_XX.wav,happy
5941,./Audios\Dataset\1073_MTI_NEU_XX.wav,neutral
5942,./Audios\Dataset\1073_MTI_SAD_XX.wav,sad
5943,./Audios\Dataset\1073_TAI_ANG_XX.wav,angry
5944,./Audios\Dataset\1073_TAI_DIS_XX.wav,disgust
5945,./Audios\Dataset\1073_TAI_FEA_XX.wav,fear
5946,./Audios\Dataset\1073_TAI_HAP_XX.wav,happy
5947,./Audios\Dataset\1073_TAI_NEU_XX.wav,neutral
5948,./Audios\Dataset\1073_TAI_SAD_XX.wav,sad
5949,./Audios\Dataset\1073_TIE_ANG_XX.wav,angry
5950,./Audios\Dataset\1073_TIE_DIS_XX.wav,disgust
5951,./Audios\Dataset\1073_TIE_FEA_XX.wav,fear
5952,./Audios\Dataset\1073_TIE_HAP_XX.wav,happy
5953,./Audios\Dataset\1073_TIE_NEU_XX.wav,neutral
5954,./Audios\Dataset\1073_TIE_SAD_XX.wav,sad
5955,./Audios\Dataset\1073_TSI_ANG_XX.wav,angry
5956,./Audios\Dataset\1073_TSI_DIS_XX.wav,disgust
5957,./Audios\Dataset\1073_TSI_FEA_XX.wav,fear
5958,./Audios\Dataset\1073_TSI_HAP_XX.wav,happy
5959,./Audios\Dataset\1073_TSI_NEU_XX.wav,neutral
5960,./Audios\Dataset\1073_TSI_SAD_XX.wav,sad
5961,./Audios\Dataset\1073_WSI_ANG_XX.wav,angry
5962,./Audios\Dataset\1073_WSI_DIS_XX.wav,disgust
5963,./Audios\Dataset\1073_WSI_FEA_XX.wav,fear
5964,./Audios\Dataset\1073_WSI_HAP_XX.wav,happy
5965,./Audios\Dataset\1073_WSI_NEU_XX.wav,neutral
5966,./Audios\Dataset\1073_WSI_SAD_XX.wav,sad
5967,./Audios\Dataset\1074_DFA_ANG_XX.wav,angry
5968,./Audios\Dataset\1074_DFA_DIS_XX.wav,disgust
5969,./Audios\Dataset\1074_DFA_FEA_XX.wav,fear
5970,./Audios\Dataset\1074_DFA_HAP_XX.wav,happy
5971,./Audios\Dataset\1074_DFA_NEU_XX.wav,neutral
5972,./Audios\Dataset\1074_DFA_SAD_XX.wav,sad
5973,./Audios\Dataset\1074_IEO_ANG_HI.wav,angry
5974,./Audios\Dataset\1074_IEO_ANG_LO.wav,angry
5975,./Audios\Dataset\1074_IEO_ANG_MD.wav,angry
5976,./Audios\Dataset\1074_IEO_DIS_HI.wav,disgust
5977,./Audios\Dataset\1074_IEO_DIS_LO.wav,disgust
5978,./Audios\Dataset\1074_IEO_DIS_MD.wav,disgust
5979,./Audios\Dataset\1074_IEO_FEA_HI.wav,fear
5980,./Audios\Dataset\1074_IEO_FEA_LO.wav,fear
5981,./Audios\Dataset\1074_IEO_FEA_MD.wav,fear
5982,./Audios\Dataset\1074_IEO_HAP_HI.wav,happy
5983,./Audios\Dataset\1074_IEO_HAP_LO.wav,happy
5984,./Audios\Dataset\1074_IEO_HAP_MD.wav,happy
5985,./Audios\Dataset\1074_IEO_NEU_XX.wav,neutral
5986,./Audios\Dataset\1074_IEO_SAD_HI.wav,sad
5987,./Audios\Dataset\1074_IEO_SAD_LO.wav,sad
5988,./Audios\Dataset\1074_IEO_SAD_MD.wav,sad
5989,./Audios\Dataset\1074_IOM_ANG_XX.wav,angry
5990,./Audios\Dataset\1074_IOM_DIS_XX.wav,disgust
5991,./Audios\Dataset\1074_IOM_FEA_XX.wav,fear
5992,./Audios\Dataset\1074_IOM_HAP_XX.wav,happy
5993,./Audios\Dataset\1074_IOM_NEU_XX.wav,neutral
5994,./Audios\Dataset\1074_IOM_SAD_XX.wav,sad
5995,./Audios\Dataset\1074_ITH_ANG_XX.wav,angry
5996,./Audios\Dataset\1074_ITH_DIS_XX.wav,disgust
5997,./Audios\Dataset\1074_ITH_FEA_XX.wav,fear
5998,./Audios\Dataset\1074_ITH_HAP_XX.wav,happy
5999,./Audios\Dataset\1074_ITH_NEU_XX.wav,neutral
6000,./Audios\Dataset\1074_ITH_SAD_XX.wav,sad
6001,./Audios\Dataset\1074_ITS_ANG_XX.wav,angry
6002,./Audios\Dataset\1074_ITS_DIS_XX.wav,disgust
6003,./Audios\Dataset\1074_ITS_FEA_XX.wav,fear
6004,./Audios\Dataset\1074_ITS_HAP_XX.wav,happy
6005,./Audios\Dataset\1074_ITS_NEU_XX.wav,neutral
6006,./Audios\Dataset\1074_ITS_SAD_XX.wav,sad
6007,./Audios\Dataset\1074_IWL_ANG_XX.wav,angry
6008,./Audios\Dataset\1074_IWL_DIS_XX.wav,disgust
6009,./Audios\Dataset\1074_IWL_FEA_XX.wav,fear
6010,./Audios\Dataset\1074_IWL_HAP_XX.wav,happy
6011,./Audios\Dataset\1074_IWL_NEU_XX.wav,neutral
6012,./Audios\Dataset\1074_IWL_SAD_XX.wav,sad
6013,./Audios\Dataset\1074_IWW_ANG_XX.wav,angry
6014,./Audios\Dataset\1074_IWW_DIS_XX.wav,disgust
6015,./Audios\Dataset\1074_IWW_FEA_XX.wav,fear
6016,./Audios\Dataset\1074_IWW_HAP_XX.wav,happy
6017,./Audios\Dataset\1074_IWW_NEU_XX.wav,neutral
6018,./Audios\Dataset\1074_IWW_SAD_XX.wav,sad
6019,./Audios\Dataset\1074_MTI_ANG_XX.wav,angry
6020,./Audios\Dataset\1074_MTI_DIS_XX.wav,disgust
6021,./Audios\Dataset\1074_MTI_FEA_XX.wav,fear
6022,./Audios\Dataset\1074_MTI_HAP_XX.wav,happy
6023,./Audios\Dataset\1074_MTI_NEU_XX.wav,neutral
6024,./Audios\Dataset\1074_MTI_SAD_XX.wav,sad
6025,./Audios\Dataset\1074_TAI_ANG_XX.wav,angry
6026,./Audios\Dataset\1074_TAI_DIS_XX.wav,disgust
6027,./Audios\Dataset\1074_TAI_FEA_XX.wav,fear
6028,./Audios\Dataset\1074_TAI_HAP_XX.wav,happy
6029,./Audios\Dataset\1074_TAI_NEU_XX.wav,neutral
6030,./Audios\Dataset\1074_TAI_SAD_XX.wav,sad
6031,./Audios\Dataset\1074_TIE_ANG_XX.wav,angry
6032,./Audios\Dataset\1074_TIE_DIS_XX.wav,disgust
6033,./Audios\Dataset\1074_TIE_FEA_XX.wav,fear
6034,./Audios\Dataset\1074_TIE_HAP_XX.wav,happy
